level,vertebral_number,category,implant,side,x,y,length,width,angle,grade,left_x,superior_y,right_x,inferior_y,superior_vert_inferior_pedicle_x,superior_vert_inferior_pedicle_y,superior_lamina_y,superior_lateral_tp_x,inferior_lamina_y,inferior_pedicle_x,inferior_pedicle_y
T4-T5,,decompression,foraminotomy,right,0.509,0.6575,,0.006,,,0.506,0.667,0.512,0.647,,,,,,,
T5-T6,,decompression,foraminotomy,right,0.509,0.6265,,0.006,,,0.506,0.634,0.512,0.614,,,,,,,
T6-T7,,decompression,foraminotomy,right,0.509,0.593,,0.006,,,0.506,0.601,0.512,0.581,,,,,,,
T7-T8,,decompression,foraminotomy,right,0.509,0.5635,,0.006,,,0.506,0.571,0.512,0.551,,,,,,,
T8-T9,,decompression,foraminotomy,right,0.509,0.529,,0.006,,,0.506,0.538,0.512,0.518,,,,,,,
T9-T10,,decompression,foraminotomy,right,0.509,0.497,,0.006,,,0.506,0.506,0.512,0.486,,,,,,,
T10-T11,,decompression,foraminotomy,right,0.509,0.464,,0.006,,,0.506,0.473,0.512,0.453,,,,,,,
T11-T12,,decompression,foraminotomy,right,0.509,0.425,,0.006,,,0.506,0.435,0.512,0.415,,,,,,,
T12-L1,,decompression,foraminotomy,right,0.509,0.3845,,0.006,,,0.506,0.393,0.512,0.373,,,,,,,
L1-L2,,decompression,foraminotomy,right,0.509,0.3505,,0.006,,,0.506,0.359,0.512,0.339,,,,,,,
L2-L3,,decompression,foraminotomy,right,0.509,0.316,,0.006,,,0.506,0.325,0.512,0.305,,,,,,,
L3-L4,,decompression,foraminotomy,right,0.509,0.279,,0.006,,,0.506,0.284,0.512,0.264,,,,,,,
L4-L5,,decompression,foraminotomy,right,0.5105,0.2425,,0.009,,,0.506,0.248,0.515,0.228,,,,,,,
L5-S1,,decompression,foraminotomy,right,0.513,0.206,,0.014,,,0.506,0.208,0.52,0.188,,,,,,,
C1-C2,,decompression,diskectomy,left,0.491,0.876,,0.006,,,0.488,0.879,0.494,0.873,,,,,,,
C2-C3,,decompression,diskectomy,left,0.491,0.857,,0.006,,,0.488,0.861,0.494,0.853,,,,,,,
C3-C4,,decompression,diskectomy,left,0.491,0.8385,,0.006,,,0.488,0.842,0.494,0.835,,,,,,,
C4-C5,,decompression,diskectomy,left,0.491,0.819,,0.006,,,0.488,0.822,0.494,0.816,,,,,,,
C5-C6,,decompression,diskectomy,left,0.491,0.8005,,0.006,,,0.488,0.804,0.494,0.797,,,,,,,
C6-C7,,decompression,diskectomy,left,0.491,0.7825,,0.006,,,0.488,0.786,0.494,0.779,,,,,,,
C7-T1,,decompression,diskectomy,left,0.491,0.7595,,0.006,,,0.488,0.763,0.494,0.756,,,,,,,
T1-T2,,decompression,diskectomy,left,0.491,0.7345,,0.006,,,0.488,0.737,0.494,0.732,,,,,,,
T2-T3,,decompression,diskectomy,left,0.491,0.7115,,0.006,,,0.488,0.713,0.494,0.71,,,,,,,
T3-T4,,decompression,diskectomy,left,0.491,0.6845,,0.006,,,0.488,0.687,0.494,0.682,,,,,,,
T4-T5,,decompression,diskectomy,left,0.491,0.6575,,0.006,,,0.488,0.658,0.494,0.657,,,,,,,
T5-T6,,decompression,diskectomy,left,0.491,0.6265,,0.006,,,0.488,0.629,0.494,0.624,,,,,,,
T6-T7,,decompression,diskectomy,left,0.491,0.593,,0.006,,,0.488,0.595,0.494,0.591,,,,,,,
T7-T8,,decompression,diskectomy,left,0.491,0.5635,,0.006,,,0.488,0.566,0.494,0.561,,,,,,,
T8-T9,,decompression,diskectomy,left,0.491,0.529,,0.006,,,0.488,0.53,0.494,0.528,,,,,,,
T9-T10,,decompression,diskectomy,left,0.491,0.497,,0.006,,,0.488,0.498,0.494,0.496,,,,,,,
T10-T11,,decompression,diskectomy,left,0.491,0.464,,0.006,,,0.488,0.465,0.494,0.463,,,,,,,
T11-T12,,decompression,diskectomy,left,0.491,0.425,,0.006,,,0.488,0.425,0.494,0.425,,,,,,,
T12-L1,,decompression,diskectomy,left,0.491,0.3845,,0.006,,,0.488,0.386,0.494,0.383,,,,,,,
L1-L2,,decompression,diskectomy,left,0.491,0.3505,,0.006,,,0.488,0.352,0.494,0.349,,,,,,,
L2-L3,,decompression,diskectomy,left,0.491,0.316,,0.006,,,0.488,0.317,0.494,0.315,,,,,,,
L3-L4,,decompression,diskectomy,left,0.491,0.279,,0.006,,,0.488,0.284,0.494,0.274,,,,,,,
L4-L5,,decompression,diskectomy,left,0.4895,0.2425,,0.009,,,0.485,0.247,0.494,0.238,,,,,,,
L5-S1,,decompression,diskectomy,left,0.487,0.206,,0.014,,,0.48,0.214,0.494,0.198,,,,,,,
C1-C2,,decompression,diskectomy,right,0.509,0.876,,0.006,,,0.506,0.879,0.512,0.873,,,,,,,
C2-C3,,decompression,diskectomy,right,0.509,0.857,,0.006,,,0.506,0.861,0.512,0.853,,,,,,,
C3-C4,,decompression,diskectomy,right,0.509,0.8385,,0.006,,,0.506,0.842,0.512,0.835,,,,,,,
C4-C5,,decompression,diskectomy,right,0.509,0.819,,0.006,,,0.506,0.822,0.512,0.816,,,,,,,
C5-C6,,decompression,diskectomy,right,0.509,0.8005,,0.006,,,0.506,0.804,0.512,0.797,,,,,,,
C6-C7,,decompression,diskectomy,right,0.509,0.7825,,0.006,,,0.506,0.786,0.512,0.779,,,,,,,
C7-T1,,decompression,diskectomy,right,0.509,0.7595,,0.006,,,0.506,0.763,0.512,0.756,,,,,,,
T1-T2,,decompression,diskectomy,right,0.509,0.7345,,0.006,,,0.506,0.737,0.512,0.732,,,,,,,
T2-T3,,decompression,diskectomy,right,0.509,0.7115,,0.006,,,0.506,0.713,0.512,0.71,,,,,,,
T3-T4,,decompression,diskectomy,right,0.509,0.6845,,0.006,,,0.506,0.687,0.512,0.682,,,,,,,
T4-T5,,decompression,diskectomy,right,0.509,0.6575,,0.006,,,0.506,0.658,0.512,0.657,,,,,,,
T5-T6,,decompression,diskectomy,right,0.509,0.6265,,0.006,,,0.506,0.629,0.512,0.624,,,,,,,
T6-T7,,decompression,diskectomy,right,0.509,0.593,,0.006,,,0.506,0.595,0.512,0.591,,,,,,,
T7-T8,,decompression,diskectomy,right,0.509,0.5635,,0.006,,,0.506,0.566,0.512,0.561,,,,,,,
T8-T9,,decompression,diskectomy,right,0.509,0.529,,0.006,,,0.506,0.53,0.512,0.528,,,,,,,
T9-T10,,decompression,diskectomy,right,0.509,0.497,,0.006,,,0.506,0.498,0.512,0.496,,,,,,,
T10-T11,,decompression,diskectomy,right,0.509,0.464,,0.006,,,0.506,0.465,0.512,0.463,,,,,,,
T11-T12,,decompression,diskectomy,right,0.509,0.425,,0.006,,,0.506,0.425,0.512,0.425,,,,,,,
T12-L1,,decompression,diskectomy,right,0.509,0.3845,,0.006,,,0.506,0.386,0.512,0.383,,,,,,,
L1-L2,,decompression,diskectomy,right,0.509,0.3505,,0.006,,,0.506,0.352,0.512,0.349,,,,,,,
L2-L3,,decompression,diskectomy,right,0.509,0.316,,0.006,,,0.506,0.317,0.512,0.315,,,,,,,
L3-L4,,decompression,diskectomy,right,0.509,0.279,,0.006,,,0.506,0.284,0.512,0.274,,,,,,,
L4-L5,,decompression,diskectomy,right,0.5105,0.2425,,0.009,,,0.506,0.247,0.515,0.238,,,,,,,
L5-S1,,decompression,diskectomy,right,0.513,0.206,,0.014,,,0.506,0.214,0.52,0.198,,,,,,,
