icd10_code,three_digit,long_desc,major,sub_chapter,chapter
S31.020A,S31,"Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.020S,S31,"Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.021S,S31,"Laceration with foreign body of lower back and pelvis with penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.030A,S31,"Puncture wound without foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.030S,S31,"Puncture wound without foreign body of lower back and pelvis without penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.031A,S31,"Puncture wound without foreign body of lower back and pelvis with penetration into retroperitoneum, initial encounter","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.031S,S31,"Puncture wound without foreign body of lower back and pelvis with penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.040A,S31,"Puncture wound with foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.040S,S31,"Puncture wound with foreign body of lower back and pelvis without penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.041A,S31,"Puncture wound with foreign body of lower back and pelvis with penetration into retroperitoneum, initial encounter","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.041S,S31,"Puncture wound with foreign body of lower back and pelvis with penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.050A,S31,"Open bite of lower back and pelvis without penetration into retroperitoneum, initial encounter","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.050S,S31,"Open bite of lower back and pelvis without penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.051A,S31,"Open bite of lower back and pelvis with penetration into retroperitoneum, initial encounter","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S31.051S,S31,"Open bite of lower back and pelvis with penetration into retroperitoneum, sequela","Opn wnd abdomen, lower back, pelvis and external genitals","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
M53.0,M53,Cervicocranial syndrome,"Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.1,M53,Cervicobrachial syndrome,"Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X1,M53,"Spinal instabilities, occipito-atlanto-axial region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X2,M53,"Spinal instabilities, cervical region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X3,M53,"Spinal instabilities, cervicothoracic region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X4,M53,"Spinal instabilities, thoracic region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X5,M53,"Spinal instabilities, thoracolumbar region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X6,M53,"Spinal instabilities, lumbar region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X7,M53,"Spinal instabilities, lumbosacral region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.2X8,M53,"Spinal instabilities, sacral and sacrococcygeal region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.3,M53,"Sacrococcygeal disorders, not elsewhere classified","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.81,M53,"Other specified dorsopathies, occipito-atlanto-axial region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.82,M53,"Other specified dorsopathies, cervical region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.83,M53,"Other specified dorsopathies, cervicothoracic region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.84,M53,"Other specified dorsopathies, thoracic region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.85,M53,"Other specified dorsopathies, thoracolumbar region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.86,M53,"Other specified dorsopathies, lumbar region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.87,M53,"Other specified dorsopathies, lumbosacral region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.88,M53,"Other specified dorsopathies, sacral and sacrococcygeal region","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53.9,M53,"Dorsopathy, unspecified","Other and unspecified dorsopathies, not elsewhere classified",Other Dorsopathies,Diseases of the musculoskeletal system and connective tissue
T81.10XA,T81,"Postprocedural shock unspecified, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.10XS,T81,"Postprocedural shock unspecified, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.11XA,T81,"Postprocedural  cardiogenic shock, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.11XS,T81,"Postprocedural  cardiogenic shock, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.12XA,T81,"Postprocedural septic shock, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.12XS,T81,"Postprocedural septic shock, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.19XA,T81,"Other postprocedural shock, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.19XS,T81,"Other postprocedural shock, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.501A,T81,"Unspecified complication of foreign body accidentally left in body following infusion or transfusion, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.501S,T81,"Unspecified complication of foreign body accidentally left in body following infusion or transfusion, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.511A,T81,"Adhesions due to foreign body accidentally left in body following infusion or transfusion, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.511S,T81,"Adhesions due to foreign body accidentally left in body following infusion or transfusion, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.521A,T81,"Obstruction due to foreign body accidentally left in body following infusion or transfusion, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.521S,T81,"Obstruction due to foreign body accidentally left in body following infusion or transfusion, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.531A,T81,"Perforation due to foreign body accidentally left in body following infusion or transfusion, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.531S,T81,"Perforation due to foreign body accidentally left in body following infusion or transfusion, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.591A,T81,"Other complications of foreign body accidentally left in body following infusion or transfusion, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.591S,T81,"Other complications of foreign body accidentally left in body following infusion or transfusion, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.83XA,T81,"Persistent postprocedural fistula, initial encounter","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T81.83XS,T81,"Persistent postprocedural fistula, sequela","Complications of procedures, not elsewhere classified","Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
M42.01,M42,"Juvenile osteochondrosis of spine, occipito-atlanto-axial region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.02,M42,"Juvenile osteochondrosis of spine, cervical region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.03,M42,"Juvenile osteochondrosis of spine, cervicothoracic region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.04,M42,"Juvenile osteochondrosis of spine, thoracic region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.05,M42,"Juvenile osteochondrosis of spine, thoracolumbar region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.06,M42,"Juvenile osteochondrosis of spine, lumbar region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.07,M42,"Juvenile osteochondrosis of spine, lumbosacral region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.08,M42,"Juvenile osteochondrosis of spine, sacral and sacrococcygeal region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.09,M42,"Juvenile osteochondrosis of spine, multiple sites in spine",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.11,M42,"Adult osteochondrosis of spine, occipito-atlanto-axial region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.12,M42,"Adult osteochondrosis of spine, cervical region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.13,M42,"Adult osteochondrosis of spine, cervicothoracic region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.14,M42,"Adult osteochondrosis of spine, thoracic region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.15,M42,"Adult osteochondrosis of spine, thoracolumbar region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.16,M42,"Adult osteochondrosis of spine, lumbar region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.17,M42,"Adult osteochondrosis of spine, lumbosacral region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.18,M42,"Adult osteochondrosis of spine, sacral and sacrococcygeal region",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.19,M42,"Adult osteochondrosis of spine, multiple sites in spine",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42.9,M42,"Spinal osteochondrosis, unspecified",Spinal osteochondrosis,Deforming Dorsopathies,Diseases of the musculoskeletal system and connective tissue
Q76.0,Q76,Spina bifida occulta,Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.2,Q76,Congenital spondylolisthesis,Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.3,Q76,Congenital scoliosis due to congenital bony malformation,Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.411,Q76,"Congenital kyphosis, occipito-atlanto-axial region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.412,Q76,"Congenital kyphosis, cervical region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.413,Q76,"Congenital kyphosis, cervicothoracic region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.414,Q76,"Congenital kyphosis, thoracic region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.415,Q76,"Congenital kyphosis, thoracolumbar region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.419,Q76,"Congenital kyphosis, unspecified region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.425,Q76,"Congenital lordosis, thoracolumbar region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.426,Q76,"Congenital lordosis, lumbar region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.427,Q76,"Congenital lordosis, lumbosacral region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.428,Q76,"Congenital lordosis, sacral and sacrococcygeal region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.429,Q76,"Congenital lordosis, unspecified region",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.49,Q76,"Other congenital malformations of spine, not associated with scoliosis",Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q76.5,Q76,Cervical rib,Congenital malformations of spine and bony thorax,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
T85.112A,T85,"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of spinal cord, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.112S,T85,"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of spinal cord, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.122A,T85,"Displacement of implanted electronic neurostimulator (electrode) of spinal cord, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.122S,T85,"Displacement of implanted electronic neurostimulator (electrode) of spinal cord, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.192A,T85,"Other mechanical complication of implanted electronic neurostimulator (electrode) of spinal cord, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.192S,T85,"Other mechanical complication of implanted electronic neurostimulator (electrode) of spinal cord, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.610A,T85,"Breakdown (mechanical) of epidural and subdural infusion catheter, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.610S,T85,"Breakdown (mechanical) of epidural and subdural infusion catheter, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.620A,T85,"Displacement of epidural and subdural infusion catheter, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.620S,T85,"Displacement of epidural and subdural infusion catheter, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.630A,T85,"Leakage of epidural and subdural infusion catheter, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.630S,T85,"Leakage of epidural and subdural infusion catheter, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.690A,T85,"Other mechanical complication of epidural and subdural infusion catheter, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.690S,T85,"Other mechanical complication of epidural and subdural infusion catheter, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.85XA,T85,"Stenosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, initial encounter",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T85.85XS,T85,"Stenosis due to internal prosthetic devices, implants and grafts, not elsewhere classified, sequela",Complications of internal prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
S35.8X1A,S35,"Laceration of other blood vessels at abdomen, lower back and pelvis level, initial encounter","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.8X1S,S35,"Laceration of other blood vessels at abdomen, lower back and pelvis level, sequela","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.8X8A,S35,"Other specified injury of other blood vessels at abdomen, lower back and pelvis level, initial encounter","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.8X8S,S35,"Other specified injury of other blood vessels at abdomen, lower back and pelvis level, sequela","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.8X9A,S35,"Unspecified injury of other blood vessels at abdomen, lower back and pelvis level, initial encounter","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.8X9S,S35,"Unspecified injury of other blood vessels at abdomen, lower back and pelvis level, sequela","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.90XA,S35,"Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level, initial encounter","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.90XS,S35,"Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level, sequela","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.91XA,S35,"Laceration of unspecified blood vessel at abdomen, lower back and pelvis level, initial encounter","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.91XS,S35,"Laceration of unspecified blood vessel at abdomen, lower back and pelvis level, sequela","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.99XA,S35,"Other specified injury of unspecified blood vessel at abdomen, lower back and pelvis level, initial encounter","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
S35.99XS,S35,"Other specified injury of unspecified blood vessel at abdomen, lower back and pelvis level, sequela","Inj blood vessels at abdomen, low back and pelvis level","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals","Injury, poisoning and certain other consequences of external causes"
T82.514A,T82,"Breakdown (mechanical) of infusion catheter, initial encounter",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.514S,T82,"Breakdown (mechanical) of infusion catheter, sequela",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.524A,T82,"Displacement of infusion catheter, initial encounter",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.524S,T82,"Displacement of infusion catheter, sequela",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.534A,T82,"Leakage of infusion catheter, initial encounter",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.534S,T82,"Leakage of infusion catheter, sequela",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.594A,T82,"Other mechanical complication of infusion catheter, initial encounter",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.594S,T82,"Other mechanical complication of infusion catheter, sequela",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.857A,T82,"Stenosis of cardiac prosthetic devices, implants and grafts, initial encounter",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.857S,T82,"Stenosis of cardiac prosthetic devices, implants and grafts, sequela",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.858A,T82,"Stenosis of vascular prosthetic devices, implants and grafts, initial encounter",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T82.858S,T82,"Stenosis of vascular prosthetic devices, implants and grafts, sequela",Complications of cardiac and vascular prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
Q05.0,Q05,Cervical spina bifida with hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.1,Q05,Thoracic spina bifida with hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.2,Q05,Lumbar spina bifida with hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.3,Q05,Sacral spina bifida with hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.4,Q05,Unspecified spina bifida with hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.5,Q05,Cervical spina bifida without hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.6,Q05,Thoracic spina bifida without hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.7,Q05,Lumbar spina bifida without hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.8,Q05,Sacral spina bifida without hydrocephalus,Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
Q05.9,Q05,"Spina bifida, unspecified",Spina bifida,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities"
